image concentration x1 y1 x2 y2 x3 y3 x4 y4 rotation
20250807_165649 0 1769.485857 3630.956804 2245.752937 3635.892214 2234.648264 4075.143718 1762.082742 4068.974456 90.000000
20250807_165649 1 1775.655120 3090.529392 2243.285232 3094.230949 2240.594971 3526.655273 1770.719709 3524.845486 90.000000
20250807_165649 2 1783.058235 2552.569685 2254.389905 2555.037390 2250.688347 2986.885778 1778.122825 2980.716516 90.000000
20250807_165649 3 1790.461350 2018.311535 2260.559168 2026.948503 2259.325315 2451.393776 1785.525940 2446.458366 90.000000
20250807_165649 4 1792.929055 1496.391911 2264.260725 1503.795026 2261.793020 1922.071037 1790.461350 1917.135627 90.000000
20250807_165649 5 1797.864465 972.004582 2266.728430 975.706139 2266.728430 1392.748298 1795.396760 1387.812887 90.000000
20250807_165649 6 1807.735286 453.786515 2269.196135 452.552662 2267.962283 869.594821 1802.799875 867.127116 90.000000
20250807_165703 0 2213.712295 3376.030792 2583.919292 3384.303575 2595.705078 3662.992920 2236.462446 3644.896209 90.000000
20250807_165703 1 2178.552971 3014.096578 2559.100946 3024.437555 2580.816999 3313.984927 2206.473611 3306.746243 90.000000
20250807_165703 2 2142.359550 2633.548603 2539.453088 2636.650896 2558.818604 2951.206543 2170.280189 2943.777930 90.000000
20250807_165703 3 2100.995639 2219.909500 2519.805231 2227.148184 2539.453088 2562.195858 2132.018572 2555.991271 90.000000
20250807_165703 4 2062.222412 1774.655029 2487.748201 1778.349758 2509.464253 2142.352168 2096.776611 2137.107422 90.000000
20250807_165703 5 2006.892744 1290.255617 2458.793463 1290.255617 2486.714103 1685.280960 2049.290752 1687.349155 90.000000
20250807_165703 6 1957.256051 757.695272 2424.668237 757.695272 2455.691170 1187.879939 2000.688157 1186.845841 90.000000
20250807_165707 0 2015.207886 3274.966714 2452.021040 3318.322858 2394.574149 3738.877458 1944.754151 3700.940832 90.000000
20250807_165707 1 2094.332849 2790.461801 2507.300124 2821.895006 2463.943980 3214.268112 2030.382536 3178.499293 90.000000
20250807_165707 2 2164.786584 2344.977418 2562.579208 2374.242816 2521.390871 2734.098814 2107.339693 2699.413898 90.000000
20250807_165707 3 2225.485186 1942.849180 2609.187063 1969.946770 2573.418244 2297.285659 2173.457813 2264.768551 90.000000
20250807_165707 4 2284.015981 1567.818531 2656.878822 1596.000025 2622.193907 1898.409132 2236.324222 1868.059831 90.000000
20250807_165707 5 2338.211161 1220.969377 2698.067159 1249.150870 2666.633954 1526.630194 2294.855017 1499.532604 90.000000
20250807_165707 6 2385.902920 897.966101 2734.377930 920.341187 2705.654484 1183.032750 2347.966294 1154.851256 90.000000
20250807_165712 0 1926.339882 3669.857507 2394.851679 3682.026645 2386.074463 4116.279297 1920.255313 4096.994237 90.000000
20250807_165712 1 1933.641364 3134.415453 2403.370076 3139.283108 2398.502421 3573.721320 1925.122968 3566.419838 90.000000
20250807_165712 2 1943.376675 2601.407227 2410.671558 2611.142537 2403.370076 3032.194698 1936.075192 3028.543956 90.000000
20250807_165712 3 1951.895071 2073.266655 2422.840696 2083.001965 2416.756127 2502.837212 1943.376675 2497.969557 90.000000
20250807_165712 4 1959.196553 1548.776825 2427.708351 1558.512135 2421.623782 1979.564296 1951.895071 1971.045899 90.000000
20250807_165712 5 1965.281122 1023.070081 2433.792920 1034.022305 2430.142178 1457.508293 1960.413467 1448.989897 90.000000
20250807_165712 6 1976.427490 506.086121 2438.660575 509.532474 2437.443661 936.669204 1967.714950 919.632411 90.000000
20250807_165714 0 2247.449463 3307.015137 2603.757049 3317.030377 2619.750732 3563.385498 2275.283555 3552.209625 90.000000
20250807_165714 1 2205.607666 2979.980225 2576.546227 2981.754177 2599.869789 3249.003322 2238.354582 3244.144247 90.000000
20250807_165714 2 2158.665746 2623.154415 2544.476330 2627.041676 2571.687152 2914.698937 2193.651089 2909.839862 90.000000
20250807_165714 3 2108.131362 2239.287462 2517.265508 2234.428386 2542.532700 2551.240100 2147.003965 2550.268285 90.000000
20250807_165714 4 2052.737903 1817.519720 2480.336535 1816.547905 2510.462802 2158.626811 2099.385027 2158.626811 90.000000
20250807_165714 5 1989.569923 1348.133040 2438.548487 1348.133040 2472.562014 1725.197288 2039.132492 1732.971809 90.000000
20250807_165714 6 1919.599238 832.099236 2384.126843 822.381086 2431.745781 1249.979718 1976.936327 1252.895163 90.000000
20250807_165717 0 2123.030810 3314.398610 2557.026372 3344.677370 2509.589647 3778.672932 2059.445413 3739.310544 90.000000
20250807_165717 1 2183.588330 2827.919863 2602.444512 2853.152163 2568.128584 3244.757461 2133.123730 3214.478701 90.000000
20250807_165717 2 2247.361084 2387.354004 2646.853360 2407.045097 2616.574600 2762.315883 2199.737002 2735.064999 90.000000
20250807_165717 3 2300.666202 1977.086703 2689.243624 2003.328295 2660.983448 2322.264569 2258.275938 2302.078729 90.000000
20250807_165717 4 2352.140095 1603.648661 2723.559552 1627.871669 2698.327252 1928.640687 2310.759122 1904.417679 90.000000
20250807_165717 5 2397.614502 1257.707031 2755.856897 1277.647344 2730.624597 1554.193353 2361.223723 1538.044681 90.000000
20250807_165717 6 2442.976375 935.497354 2784.117073 949.627442 2764.940525 1213.052655 2407.651155 1194.885399 90.000000
20250807_165723 0 1974.406924 3605.674298 2438.225661 3621.668047 2425.445068 4054.118408 1963.334328 4036.275247 90.000000
20250807_165723 1 1979.328078 3070.498832 2450.528545 3077.880563 2443.146814 3510.942089 1973.176636 3502.330070 90.000000
20250807_165723 2 1995.321827 2540.244521 2462.831429 2550.086828 2455.417969 2974.461426 1981.788655 2967.154604 90.000000
20250807_165723 3 2010.993286 2015.817871 2470.213160 2027.214247 2460.370852 2444.282024 1995.321827 2435.670005 90.000000
20250807_165723 4 2016.236731 1488.347917 2480.055467 1500.650801 2475.134313 1921.409443 2007.624712 1914.027712 90.000000
20250807_165723 5 2023.618461 971.626778 2487.437198 979.008508 2483.746332 1405.918592 2018.697307 1391.155131 90.000000
20250807_165723 6 2032.230480 452.445062 2497.279505 461.057081 2491.128063 878.124857 2022.388173 871.973415 90.000000
20250807_165726 0 2268.839826 3303.530515 2627.564404 3314.614701 2644.921631 3580.131348 2293.023506 3563.505068 90.000000
20250807_165726 1 2232.564307 2958.913083 2609.426645 2968.989616 2627.000977 3247.467285 2259.770947 3238.033050 90.000000
20250807_165726 2 2195.281135 2592.127278 2583.227659 2594.142585 2603.380725 2896.438578 2224.503081 2888.377351 90.000000
20250807_165726 3 2148.929688 2189.937744 2556.021020 2191.081261 2577.181739 2515.545627 2183.189295 2513.530320 90.000000
20250807_165726 4 2101.569377 1753.759725 2527.806727 1752.752072 2555.685547 2109.088379 2137.844896 2106.438383 90.000000
20250807_165726 5 2045.140792 1274.116750 2497.577128 1272.101443 2527.806727 1667.101540 2090.485191 1664.078580 90.000000
20250807_165726 6 1986.696900 749.129376 2454.248035 740.060496 2489.515901 1171.336112 2035.064259 1175.366725 90.000000
20250807_165729 0 2170.502506 3397.103501 2608.314497 3416.956551 2579.057371 3846.409362 2132.886202 3827.601210 90.000000
20250807_165729 1 2213.343298 2902.867053 2635.481828 2913.316027 2613.538984 3309.332123 2180.951480 3295.748458 90.000000
20250807_165729 2 2256.184089 2439.977526 2660.559365 2449.381602 2643.841007 2816.140573 2223.792271 2807.781394 90.000000
20250807_165729 3 2295.890189 2017.838996 2684.592004 2028.287969 2666.828749 2363.700019 2264.997291 2353.328857 90.000000
20250807_165729 4 2329.326904 1622.867797 2705.489951 1633.316770 2688.771593 1945.741079 2302.159573 1940.516592 90.000000
20250807_165729 5 2362.763619 1255.063929 2727.432795 1262.378210 2713.849130 1555.994366 2338.730980 1550.769879 90.000000
20250807_165729 6 2393.065642 908.158008 2743.040283 910.166321 2733.702179 1190.280293 2369.033003 1186.100703 90.000000
20250807_165735 0 1948.333251 3624.555738 2418.909180 3634.410731 2404.126690 4071.726058 1943.405754 4053.247946 90.000000
20250807_165735 1 1963.115741 3088.690478 2428.764173 3096.081723 2422.604803 3524.773931 1953.260747 3518.614560 90.000000
20250807_165735 2 1972.970734 2556.520840 2441.082915 2560.216463 2428.638916 2993.373535 1964.347615 2983.981174 90.000000
20250807_165735 3 1980.361979 2024.351203 2446.010412 2036.669945 2441.082915 2457.970908 1971.738860 2449.347788 90.000000
20250807_165735 4 1987.753224 1502.036559 2454.633531 1509.427804 2448.072021 1935.904419 1980.361979 1923.337522 90.000000
20250807_165735 5 1995.144469 979.721915 2460.792902 985.881286 2459.561027 1408.414123 1991.448846 1399.791004 90.000000
20250807_165735 6 2002.535714 456.175397 2463.256650 464.798516 2459.659424 884.126404 1996.376343 873.780737 90.000000
20250807_165738 0 2251.105934 3278.567849 2611.908997 3279.598714 2628.402851 3532.160859 2282.031910 3522.883066 90.000000
20250807_165738 1 2206.778700 2951.783360 2578.921288 2948.690762 2603.662070 3215.685029 2240.797275 3217.746761 90.000000
20250807_165738 2 2152.142808 2596.134625 2542.840982 2596.134625 2571.705227 2881.684479 2192.346578 2883.746210 90.000000
20250807_165738 3 2097.506915 2211.621646 2504.698944 2204.405585 2537.686653 2521.912281 2141.834149 2521.912281 90.000000
20250807_165738 4 2034.624095 1785.874031 2463.464308 1783.812300 2496.452017 2119.874582 2079.982195 2129.152375 90.000000
20250807_165738 5 1962.463483 1316.830049 2410.890147 1301.367060 2451.093917 1688.972637 2023.284571 1697.219564 90.000000
20250807_165738 6 1881.025077 790.057576 2354.192523 770.471124 2404.903320 1204.499390 1947.000494 1215.805191 90.000000
20250807_165741 0 2200.421895 3314.125358 2628.017889 3341.099872 2586.057535 3761.702474 2148.470979 3730.731736 90.000000
20250807_165741 1 2258.367146 2837.575617 2664.982963 2858.555794 2631.015057 3241.194266 2211.411511 3218.215976 90.000000
20250807_165741 2 2309.319005 2399.989062 2697.951814 2412.976791 2670.977300 2766.642636 2269.356763 2746.661515 90.000000
20250807_165741 3 2361.269921 1995.371357 2734.916888 2012.355310 2703.946150 2330.055137 2320.308622 2315.069296 90.000000
20250807_165741 4 2403.230275 1624.721558 2766.886682 1635.711174 2738.913112 1935.427993 2366.265201 1922.440264 90.000000
